name,description,category,train_set_mean,train_set_stddev,coefficient
amandeep,NA,notes,1.27249815755532e-07,1.55006066049821e-05,-0.002587105
amber urine,NA,notes,1.74629030422562e-06,3.61936861509162e-05,0.003176422
ambien po,NA,notes,2.00510640382456e-06,4.74722789108094e-05,0.01888753
ambulance,NA,notes,5.08597295909105e-06,0.000176422,0.001524159
amiodarone cordarone,NA,notes,2.24067242359048e-06,3.9288823834429e-05,-0.008537626
aml sp,NA,notes,1.25760865330264e-07,8.18156098620919e-06,0.000368566
amoxicillin rash,NA,notes,1.93748209902215e-06,3.48047493288061e-05,0.000776525
ampullary,NA,notes,5.88621238944462e-06,0.000155992,0.013897384
ams,NA,notes,3.0638513449319e-06,4.87938811295623e-05,0.000611376
an eightyyearold,NA,notes,2.70457864217612e-05,0.000247244,0.004040172
an inr,NA,notes,2.67286615516458e-06,6.65264903277044e-05,0.005354227
an suv,NA,notes,2.20114694076121e-05,0.000234278,-0.016484335
anasarca,NA,notes,4.33034748927944e-06,0.00015489,-0.003154057
anastamotic leak,NA,notes,3.85979418028115e-07,1.60392182738108e-05,0.010364232
anastomosis,NA,notes,5.68941260079201e-05,0.000566869,0.005093317
anastomotic,NA,notes,1.27611135377052e-05,0.000203025,0.000871541
anastrozole arimidex,NA,notes,7.37109250415074e-06,8.58243815719156e-05,-0.00090772
and abdominal,NA,notes,2.49766805892329e-05,0.000262004,-0.000722724
and agree,NA,notes,0.000561818,0.001869192,0.007269874
and anemia,NA,notes,3.70430309182401e-06,5.94466588054999e-05,-0.003836832
and bevacizumab,NA,notes,1.25259886991684e-05,0.000162236,-0.013056219
and cetuximab,NA,notes,4.78169040713838e-06,8.39402286270293e-05,-0.01026345
and divide,NA,notes,1.57152055715655e-06,2.94024275613428e-05,0.007888331
and efficacy,NA,notes,1.98099667545161e-06,8.3351044191257e-05,0.001619303
and exercise,NA,notes,9.30965213858856e-06,9.75395630500654e-05,0.01593626
and his,NA,notes,0.000128281,0.000548563,-0.008058921
and hypotension,NA,notes,1.20554628462073e-06,2.58874370342407e-05,0.006138678
and hypoxemia,NA,notes,1.37570235678779e-07,7.33504033741698e-06,-0.00010404
and lung,NA,notes,3.26265204715232e-05,0.000419945,-0.012323884
and neck,NA,notes,7.90505581027898e-05,0.000597128,-0.004768582
and new,NA,notes,3.96487982310753e-05,0.000406859,-0.003342876
and number,NA,notes,6.56184362274447e-05,0.000783098,-0.013659957
and palliative,NA,notes,2.94592178277627e-06,0.000101059,-0.005110167
and pemetrexed,NA,notes,7.60923334574945e-06,0.000111102,-0.007129145
and peritoneum,NA,notes,2.66000166795954e-06,6.507663468826e-05,-0.000908518
and quit,NA,notes,2.78024281212437e-06,4.29129390952999e-05,-0.00938276
and radiographically,NA,notes,4.62388329302395e-06,6.30339507229272e-05,0.004075554
and respond,NA,notes,1.21453499142515e-05,0.0001762,0.0071291
and saline,NA,notes,1.26915241148032e-05,0.000222345,0.002101738
and tachycardia,NA,notes,1.50405291683478e-06,3.10595166433727e-05,0.000892875
andor encounter,NA,notes,5.77170626202595e-06,4.29428106943319e-05,0.004262346
androgen,NA,notes,1.58220472910268e-05,0.000181641,0.018843781
anemia,NA,notes,0.000107807,0.000448194,-0.002086631
anemia likely,NA,notes,8.12592964423319e-07,2.84336101459494e-05,0.004301412
anemia past,NA,notes,1.00701200270521e-06,2.25956657782352e-05,-0.003339303
anemia twotwo,NA,notes,3.34784283593884e-07,8.82980732673404e-06,-0.004706587
angioedema,NA,notes,3.99905553198129e-06,7.45079768201624e-05,0.009233085
anhedonia,NA,notes,7.4693423893295e-07,2.60464038257915e-05,0.011015623
anicteric chest,NA,notes,2.92699554720565e-06,4.48559130728143e-05,-0.006517835
answer review,NA,notes,2.75255866337756e-06,4.32387464761892e-05,0.012233393
antalgic,NA,notes,2.30126510618953e-06,4.90869751701851e-05,0.002959324
anterior resection,NA,notes,2.72077685965642e-05,0.000520427,-0.000338515
anticoagulant,NA,notes,1.3844725074859e-05,0.000210786,-0.000432148
antigen tennine,NA,notes,4.11268405168202e-06,4.22568452361886e-05,-0.010445616
antihistamine,NA,notes,2.41380752341423e-06,7.34806015517457e-05,0.009754092
antipdlone,NA,notes,1.47754986558224e-06,6.66564527896587e-05,0.000509526
anus and,NA,notes,5.61893223712227e-06,7.0756112622878e-05,0.005893163
anusolhc twenty,NA,notes,7.28433024466791e-07,2.01659348731461e-05,0.01479242
anxiety,NA,notes,8.32225040315748e-05,0.000404768,0.001803159
anxiety depression,NA,notes,4.1256342185385e-06,4.47729321174754e-05,-0.006794118
any clinical,NA,notes,4.6931804906671e-06,9.38514072314608e-05,-0.002046718
any procedures,NA,notes,3.76601871173428e-06,4.57444399734095e-05,-0.00062596
aonec,NA,notes,8.42719192830103e-05,0.000726545,-0.001205025
aortic dissection,NA,notes,1.52502875795363e-06,6.47305341514287e-05,0.006616871
ap spine,NA,notes,7.54818266810222e-06,0.000203819,0.017310644
aphasia,NA,notes,5.75955694843136e-06,9.31333816824533e-05,0.003093514
apheresis,NA,notes,3.48635956667791e-06,0.000116607,0.005052093
apheresis product,NA,notes,3.19796514829698e-07,1.01879582518866e-05,-0.007798857
apical,NA,notes,6.40882848686985e-05,0.00060925,0.015738009
apnea,NA,notes,2.85167382097819e-05,0.000172057,0.003655535
appa,NA,notes,2.65018090717138e-06,5.16797465104113e-05,0.001442601
appear fatigue,NA,notes,5.53357841835439e-07,1.40329205309734e-05,-0.003142681
appear to,NA,notes,0.000119169,0.000488506,-0.007237498
appearance chronically,NA,notes,2.10637094491215e-07,6.8868623221513e-06,0.003636479
appears to,NA,notes,8.34723394496657e-06,0.000152012,0.004290377
appendectomy hx,NA,notes,7.99131384008138e-06,6.80819948433941e-05,8.719275e-06
appendix,NA,notes,1.76566641525668e-05,0.00024579,0.011418046
appetite,NA,notes,0.000179677,0.000563157,-0.018450009
appetite npo,NA,notes,5.43807161496744e-07,7.98008681031273e-06,-0.006486296
appreciate palliative,NA,notes,2.03172625602609e-07,4.91266814576829e-06,0.009325367
appropriately tender,NA,notes,5.52344067552062e-06,4.61726837038548e-05,0.002198049
appt,NA,notes,0.000656493,0.002879367,0.021224594
aprepitant emend,NA,notes,3.37183505902579e-06,4.49579214911595e-05,0.005381757
apresoline,NA,notes,2.26741678354386e-06,4.16016376488873e-05,0.01404299
arf,NA,notes,2.11562589392829e-06,4.7623014606405e-05,0.003327424
arimidex,NA,notes,5.12257648460634e-05,0.000645753,-0.003107939
arm,NA,notes,0.00024939,0.001047606,-0.008583139
arm weakness,NA,notes,2.20358224993775e-06,9.4480346168056e-05,0.006142611
arousable,NA,notes,3.38178899391363e-06,4.66026168629541e-05,-0.001775963
arrive at,NA,notes,1.06884394200799e-05,0.000175078,0.000763848
arsenic,NA,notes,5.62403679711582e-07,4.56516394011399e-05,0.006215651
arteries,NA,notes,7.38723755169275e-06,0.000333242,0.002656162
artery,NA,notes,0.000196628,0.001101599,0.004664147
arthritis,NA,notes,3.50367614433232e-05,0.000308858,0.00907373
arthropathy unspecified,NA,notes,4.3932977812918e-07,1.19730563426289e-05,0.001091148
arthroscopy hx,NA,notes,9.17290702531575e-07,2.35436850871036e-05,0.009739992
as well,NA,notes,0.000481063,0.001233584,-0.00975613
asc colectomy,NA,notes,6.34600382265179e-07,1.59794395953538e-05,-0.00776853
asc ct,NA,notes,9.637554902744e-07,1.84967374829703e-05,0.006048744
asc superior,NA,notes,3.12470014840486e-08,3.48407430502572e-06,0.003713201
ascites,NA,notes,0.000102658,0.000712283,-0.016682364
ascites and,NA,notes,1.24066103815032e-05,0.000220157,-0.008170808
ascitic,NA,notes,1.62421523333259e-06,5.04970151003505e-05,0.003433574
aspergillus,NA,notes,1.43379310115344e-06,3.50488181969589e-05,0.000724891
aspira,NA,notes,7.8907780931767e-07,4.8737599754183e-05,-0.000660265
aspiration,NA,notes,8.72327120668744e-05,0.00053324,-0.001981954
aspiration precaution,NA,notes,9.52065767336297e-07,2.20659039823371e-05,-0.004856249
aspirin eighty,NA,notes,4.99133327372562e-05,0.000194757,0.002181199
aspirin po,NA,notes,4.99018131382749e-06,6.20064261821965e-05,0.005967583
assess,NA,notes,0.000119867,0.000583248,-0.011676686
assessment and,NA,notes,0.000201629,0.000512217,0.00357767
assessment ms,NA,notes,2.05429201083348e-06,3.75705200655542e-05,0.002142898
assist,NA,notes,0.00014527,0.000709468,-0.003562593
assist for,NA,notes,1.01377272414521e-06,1.72675154532171e-05,0.00259136
assistance needs,NA,notes,2.12617579021722e-07,4.4389904261464e-06,-0.008275679
assistance prn,NA,notes,2.40878325961923e-07,9.09844319084906e-06,0.015781295
assistance type,NA,notes,3.11565033391349e-07,4.69432120293915e-06,-0.006290596
ast onehundred,NA,notes,3.6736319317169e-06,5.5000911090601e-05,-0.018035544
ast ten,NA,notes,2.40938963970304e-05,0.000160196,0.007481465
ast twenty,NA,notes,3.36862788011761e-05,0.000193229,0.006679991
asymptomatic,NA,notes,7.04954024426226e-05,0.00036395,0.009070233
at,NA,notes,0.005297179,0.005313499,-0.00509189
at age,NA,notes,4.09760937987574e-05,0.000290244,0.001724854
at baseline,NA,notes,1.22763242633968e-05,9.78651474082003e-05,-0.006680552
at hob,NA,notes,2.0114197929481e-07,4.79507481366256e-06,0.003063944
at home,NA,notes,0.000131838,0.000631248,0.014064933
at tententen,NA,notes,8.2296295618085e-06,0.000111826,0.004513712
at tenthirtyten,NA,notes,1.28567979112045e-06,3.13763417584398e-05,-0.000842079
atic,NA,notes,5.53032356736168e-06,0.000209893,8.079619e-05
atorvastatin lipitor,NA,notes,2.79078803995072e-05,0.000147621,0.004907519
atrium,NA,notes,1.20724444774646e-05,0.000211198,-0.001803873
attempt,NA,notes,0.000167646,0.000884324,-0.005431785
attendant,NA,notes,2.27352420998981e-06,4.36243294194248e-05,0.005980026
attendant care,NA,notes,1.17435906420754e-06,3.08354240601773e-05,-4.91E-05
attention,NA,notes,0.000345171,0.001463581,0.019214362
auc,NA,notes,1.18269940921474e-05,0.000111406,-0.00012344
auscultation,NA,notes,0.000250346,0.000396318,0.002398847
auscultation bilaterally,NA,notes,9.53184758982348e-05,0.000250323,-0.000696065
auth,NA,notes,7.20214840797044e-05,0.000956236,0.002589598
auto,NA,notes,9.47191584175483e-06,0.000188615,0.000533005
autoimmune hemolytic,NA,notes,4.80632903724832e-07,2.53361595823779e-05,-0.001605715
autologous stem,NA,notes,3.56012554756714e-06,9.70307426885338e-05,-0.004824322
availableexists,NA,notes,4.90549626935858e-06,0.000102982,-0.003731661
ave apt,NA,notes,4.88623163262296e-07,1.45879549148022e-05,0.008316084
avg twenty,NA,notes,1.20962971029933e-06,1.45324676619704e-05,0.004659404
axitinib,NA,notes,7.11862607198896e-06,0.00018934,0.000737431
back back,NA,notes,1.06069423287237e-06,2.20912650917376e-05,-0.003082203
back intervention,NA,notes,2.86144825363151e-07,5.88503831044954e-06,-0.005603503
back pain,NA,notes,0.000155862,0.000586493,-0.000530765
bacteremia due,NA,notes,1.55004535407872e-07,6.27660093714254e-06,-0.004005938
balloon dilatation,NA,notes,1.18604490950925e-06,3.12998747962278e-05,-0.009515738
barriers to,NA,notes,4.94407737938967e-06,3.78600104741854e-05,-0.004287963
basal cell,NA,notes,2.44285748480295e-05,0.000271093,0.018871801
basal rate,NA,notes,3.4332158802661e-07,9.25409511842037e-06,-0.003126829
base cardiac,NA,notes,1.61983243135702e-06,2.49512476094162e-05,-0.005368443
base of,NA,notes,3.91233627370158e-05,0.000350989,0.01755334
basophil one,NA,notes,9.46324286550953e-06,6.20218554339514e-05,0.001928731
bcc,NA,notes,1.32024081457536e-05,0.000219142,0.010402497
bclsix,NA,notes,1.12966748959027e-06,2.74865460882159e-05,0.010800416
bcnu,NA,notes,1.71653371650306e-06,4.48259605765065e-05,-0.00787629
be,NA,notes,0.022528527,0.011783751,0.00144301
be accompany,NA,notes,4.11455518427146e-05,0.000252086,-0.00815401
be advance,NA,notes,6.45648181144239e-06,6.72157402835593e-05,-0.003384466
be alert,NA,notes,4.71542285852506e-05,0.000214547,-0.004186874
be also,NA,notes,0.000229508,0.000690106,-0.00068133
be deliver,NA,notes,1.99053669757533e-05,0.000284335,-0.000603457
be display,NA,notes,7.58483276613732e-06,5.95716883625262e-05,-0.008615763
be drain,NA,notes,6.67674124129265e-06,9.99398728613022e-05,-0.012621527
be eighty,NA,notes,5.33126841023593e-05,0.000296184,-0.003067603
be find,NA,notes,0.000149144,0.000475617,-0.005381146
be forty,NA,notes,6.40148130535348e-05,0.000303309,0.00610686
be negative,NA,notes,0.000236295,0.00074001,0.019113656
be normal,NA,notes,0.000234139,0.000788494,0.001579393
be poor,NA,notes,8.19422983241244e-06,0.000106045,-0.009804051
be progress,NA,notes,4.51744941414832e-06,8.76497415435622e-05,-0.006150242
be seventy,NA,notes,0.000118452,0.000384759,-0.008048974
be treat,NA,notes,0.000161845,0.000555488,0.000106592
be unaccompanied,NA,notes,1.75965653228128e-06,2.94054813397735e-05,-0.001834202
be unchanged,NA,notes,9.4826951457521e-05,0.00091545,0.0122343
be without,NA,notes,3.59866394650552e-05,0.000262917,0.010533094
be zero,NA,notes,4.53758848907192e-05,0.000457687,0.001940201
bed,NA,notes,0.000202467,0.001037249,0.001756268
bed heent,NA,notes,5.14659568195802e-07,1.55420755165275e-05,0.006377727
bedpan,NA,notes,2.17909835384044e-06,7.08892012602653e-05,-0.003032411
bedside,NA,notes,0.000165219,0.001571026,-0.011835192
beer per,NA,notes,5.9407526614773e-06,5.85910243779409e-05,0.010467039
before,NA,notes,0.000370575,0.00140282,-0.00212154
begin,NA,notes,0.000141346,0.000554541,-0.010519882
below,NA,notes,0.000251109,0.000888837,-0.00308886
below doing,NA,notes,1.20304692962384e-06,1.74096556198573e-05,0.00296752
below met,NA,notes,1.47128881459692e-06,2.39500670062466e-05,-0.014203321
benzonatate tessalon,NA,notes,3.97973823333119e-06,4.77893425036501e-05,0.000420723
bep,NA,notes,5.74805323953617e-06,0.000111389,0.013421913
betadine povidoneiodine,NA,notes,3.98095141128938e-07,1.32360895976415e-05,0.005229133
bicalutamide,NA,notes,1.39274908389332e-05,0.000214741,0.001250854
bid,NA,notes,0.000245353,0.000906958,-0.005349131
bid dexamethasone,NA,notes,3.0149724974722e-07,1.03956799525816e-05,-0.007370771
bid heparin,NA,notes,3.13876705869852e-07,4.99409172367651e-06,0.003213059
bid oxycodone,NA,notes,8.24534321145364e-07,3.84715322606814e-05,-0.01059874
bike,NA,notes,8.01255786921591e-06,0.000133958,0.009692861
bilateral,NA,notes,0.000754533,0.001952728,-0.007777155
bilateral adrenal,NA,notes,7.3343281131784e-06,0.000159016,0.000685299
bilateral edema,NA,notes,1.26332939670655e-06,3.62752730357459e-05,-0.006020746
bilateral le,NA,notes,3.50275979424482e-06,5.30740348047827e-05,-0.007719136
bilateral lower,NA,notes,6.66822327644436e-06,0.000194762,0.004548464
bilateral nephrostomy,NA,notes,3.6402141307233e-06,9.07021593642671e-05,-0.005318617
bilateral ureterolysis,NA,notes,1.06678071088281e-06,2.90214844550523e-05,0.006743477
bilaterally no,NA,notes,2.90148355874906e-05,0.000178075,0.000733964
bile,NA,notes,3.49842037810592e-05,0.000335035,-0.00188968
bile drain,NA,notes,5.05211801781154e-07,3.12764310300861e-05,0.00082451
bile duct,NA,notes,2.65219308917919e-05,0.000267052,-0.005317525
biliary,NA,notes,0.000104276,0.000873701,0.008888703
biliary drain,NA,notes,1.62811901200313e-05,0.000305822,0.009562124
bilirubin,NA,notes,0.00014538,0.000327765,-0.001793221
bimatoprost,NA,notes,1.44876485490953e-06,3.02564581793885e-05,0.002803244
biochemotherapy,NA,notes,1.35556977721815e-06,6.02050926684469e-05,0.002556312
biopsy poorly,NA,notes,7.82488225212988e-07,2.17241726795802e-05,0.010401191
biopsyproven,NA,notes,2.079307771415e-05,0.000254985,0.016353061
biotherapy,NA,notes,1.2848979257045e-05,0.000145691,-0.002410548
biotherapy chemobiotherapy,NA,notes,4.6492149495782e-06,9.6088352030068e-05,0.002909421
bisacodyl,NA,notes,9.95296423855589e-06,7.88339288547362e-05,-0.001332143
bisacodyl dulcolax,NA,notes,7.64419837222812e-06,5.33968887760868e-05,0.00584521
bl le,NA,notes,1.36443102134966e-06,2.86515364374859e-05,0.007027663
bl pleural,NA,notes,2.89690241166441e-07,1.12902638404124e-05,-0.008584952
bladder cancer,NA,notes,2.98480961844804e-05,0.000289825,-0.010306368
blast,NA,notes,2.62903558045536e-06,5.96729439855069e-05,-0.009201792
blctwo time,NA,notes,1.02143333856604e-07,2.71214810358373e-06,0.007041684
ble,NA,notes,1.45765156701754e-05,0.000160463,0.006187977
bleed,NA,notes,7.63397092518499e-05,0.000347172,-0.016625943
bleed any,NA,notes,4.27474785476947e-07,1.16833270520487e-05,-0.015309947
bleomycin,NA,notes,5.3529042310981e-06,0.00010045,0.012762076
blood,NA,notes,0.001029053,0.002097733,-0.004576039
blood culture,NA,notes,1.87905874000768e-05,0.000244355,0.000763865
blood pressure,NA,notes,0.000263824,0.000693763,0.008258661
blood product,NA,notes,8.23854293742921e-06,0.000101453,0.000527541
bm,NA,notes,5.97387546845754e-05,0.000303122,-0.008444115
bm in,NA,notes,1.69729369002802e-06,4.26199054042587e-05,-0.008112971
bmd,NA,notes,1.12857076565629e-05,0.000283083,0.007612841
bmi from,NA,notes,3.38837745229104e-07,7.60397559572855e-06,0.003445067
bmi ten,NA,notes,1.29418414224625e-05,9.15219733537976e-05,0.002878511
bmi thirty,NA,notes,2.95887606065495e-05,0.00014756,-0.007198414
bmt panel,NA,notes,1.22405040442419e-06,3.28906462849865e-05,0.002562551
bone brain,NA,notes,7.41987533271552e-07,2.26747300927576e-05,-0.004347181
bone mass,NA,notes,1.0249408349729e-05,0.000399287,0.005088587
boost,NA,notes,2.01338592246635e-05,0.000155692,0.006631415
botox,NA,notes,9.22370457443928e-06,0.000266823,0.00283331
bowel,NA,notes,0.000565768,0.001391199,-0.008119217
bowel resection,NA,notes,2.25455890456041e-05,0.000284213,0.002893799
bradycardia,NA,notes,8.22392456329498e-06,0.000133394,-0.007452758
brain,NA,notes,0.000480903,0.001786505,-0.01964217
brain bone,NA,notes,1.20799815149869e-06,3.05426973686939e-05,0.001336074
brain leave,NA,notes,1.01952923938976e-06,7.44976414107247e-05,0.008276872
brain metastasis,NA,notes,5.72586527705558e-05,0.000453617,-0.002604811
brain radiation,NA,notes,1.42771671933429e-05,0.000167671,-0.006548882
brainspine,NA,notes,5.60209970329068e-07,2.16025063702283e-05,0.001908002
brainstem,NA,notes,5.18352557799201e-06,0.000138479,-0.004364148
brcatwo,NA,notes,1.55885850188912e-05,0.000195527,0.007126326
breakthrough,NA,notes,1.66905727447271e-05,0.000196076,-0.001393476
breast,NA,notes,0.001074095,0.003666966,0.018451616
breast diagnose,NA,notes,2.36999111414891e-06,4.24054157589715e-05,-0.002393063
breast erpr,NA,notes,2.21667532406019e-06,4.11775824362057e-05,0.007903262
breathing,NA,notes,4.68320645904151e-05,0.000242443,-0.003077027
bring him,NA,notes,3.85233224922084e-06,0.000108434,-0.012284985
brkfast,NA,notes,7.29206842677218e-07,1.10352074249791e-05,0.002561019
broaden,NA,notes,4.37934026131495e-07,1.29678164819799e-05,0.003358436
bromide,NA,notes,9.77892235293318e-07,2.57547653341535e-05,-0.010556233
bronchoscopy,NA,notes,4.43237390232428e-05,0.000366121,-0.004225263
bronchoscopy flexible,NA,notes,1.47072462045847e-06,3.09763318105425e-05,-0.002725166
bronchoscopy with,NA,notes,6.5042885891425e-06,6.98679039072194e-05,0.004549235
bronchus,NA,notes,2.33960563937038e-05,0.000277183,0.005792758
brother,NA,notes,6.47488637820762e-05,0.000571818,-0.003923244
bs at,NA,notes,1.00120415442947e-06,3.80190094024336e-05,-0.002285654
bsc,NA,notes,3.20260335378452e-06,6.02447546597604e-05,0.008364919
bso,NA,notes,2.91092500878067e-05,0.000405034,-0.004279275
buccal,NA,notes,8.10159368649393e-06,0.000105335,-0.005256147
bulky,NA,notes,1.80063171653895e-05,0.000219683,-0.012307515
bumetanide bumex,NA,notes,4.65101692163398e-07,1.50469771017668e-05,-0.003228471
bun thirty,NA,notes,3.13983780542297e-06,0.000103841,-0.005825826
burden,NA,notes,4.57172178563303e-05,0.000450902,0.00254064
burn,NA,notes,2.01059095722162e-05,0.000184016,0.013547154
but,NA,notes,0.001526446,0.00206128,-0.000375784
by at,NA,notes,0.000119817,0.00049477,0.003855594
by liver,NA,notes,2.01134637466723e-06,8.51043821505676e-05,0.005317945
by nasal,NA,notes,1.6473933557197e-05,0.000108498,0.009637032
by npc,NA,notes,9.68505943217153e-07,1.92975069069113e-05,-0.003234645
by the,NA,notes,0.00015595,0.000721446,0.003942457
ca major,NA,notes,1.58293024395226e-05,0.000162554,0.011053646
ca tennine,NA,notes,1.30193000509258e-05,0.000163455,-0.009199007
cabazitaxel,NA,notes,2.37330979048999e-06,0.00014079,-0.009484438
cabozantinib,NA,notes,6.37667900747369e-06,0.000169696,-0.000906877
cachectic,NA,notes,3.6201184933773e-06,4.96648347561806e-05,-0.010959537
cachetic,NA,notes,5.97582510001973e-07,1.61553690355298e-05,-0.007021333
calcified,NA,notes,3.8090716328171e-05,0.000522205,0.005803907
calcium po,NA,notes,3.91096191333752e-05,0.000172425,0.00178937
call back,NA,notes,0.000445564,0.002215585,0.009513477
call nurse,NA,notes,2.4320955888046e-05,0.000291745,-0.004076578
called,NA,notes,0.000706079,0.002847002,0.019482002
calorie,NA,notes,1.59256746909715e-05,0.000584628,0.004919963
caltrate po,NA,notes,8.53092582207149e-07,2.42185312728671e-05,0.016756458
camv,NA,notes,4.04737626988671e-07,2.43645670288496e-05,-0.006035297
cancer dx,NA,notes,5.88220527184123e-06,9.29096113747731e-05,0.010428014
cancer involve,NA,notes,1.6313164371094e-05,0.000148012,-0.010415056
cancer right,NA,notes,6.0742475323303e-06,7.42894970772566e-05,-0.001303048
cancer therapeutics,NA,notes,4.95245950777459e-07,9.38186712047893e-06,-0.003026911
candidate,NA,notes,4.94976984326988e-05,0.000282331,-0.014670155
cap decreased,NA,notes,4.93401870388728e-07,1.21426221056845e-05,-0.000472463
cap new,NA,notes,6.04565883235581e-07,1.22114492394152e-05,0.006022766
cap progression,NA,notes,9.85471874280928e-07,1.7172205289995e-05,-0.010105476
cap show,NA,notes,9.45586761383162e-06,7.81719741811831e-05,-0.013862841
cap stable,NA,notes,6.64800223998482e-06,6.80433167159829e-05,-0.004571243
capecitabine temozolomide,NA,notes,1.61851114467083e-06,4.03620814303125e-05,0.011138664
caps,NA,notes,8.75918883862738e-05,0.000293816,0.000392718
caps take,NA,notes,5.00199934840352e-05,0.000201367,-0.005422786
carboetop,NA,notes,4.29264974412798e-07,2.9390371708773e-05,-0.004809066
carbopem,NA,notes,4.02871414436419e-06,5.12730666723988e-05,0.000622152
carboplatin etoposide,NA,notes,6.15563056345936e-07,2.44305731822835e-05,-0.005345146
carboplatinetoposide,NA,notes,1.2354461842103e-06,4.89824830571532e-05,-0.007961567
carboxymethylcellulose,NA,notes,1.4283496668236e-06,2.55305096267146e-05,-0.010977873
carboxymethylcellulose sodium,NA,notes,9.47950871353102e-07,2.18499429251143e-05,0.006339997
carcinoid,NA,notes,5.27275825241532e-05,0.000575568,0.016549423
carcinoid tumor,NA,notes,1.97846173128088e-05,0.000356742,0.016387835
carcinoma clear,NA,notes,1.53884353550691e-06,3.30473641242019e-05,0.006052612
carcinomatosis,NA,notes,7.58949202442358e-05,0.000705048,-0.015926791
carcinomatous,NA,notes,7.32730259118561e-07,6.39309840694974e-05,-0.001153179
carcinosarcoma,NA,notes,4.51284851512642e-06,0.000123481,-0.00212055
cardiac none,NA,notes,2.22756202287177e-07,4.95254248379044e-06,0.001653319
cardiac tachycardic,NA,notes,8.01078147444022e-07,1.34658681778052e-05,-0.004175813
cardio st,NA,notes,5.73724929064389e-07,1.37591000888585e-05,-0.000426146
cardiomyopathy,NA,notes,1.18452052454947e-05,0.000180457,0.002685971
cardiovascular positive,NA,notes,1.01789715032318e-05,7.18280731083144e-05,-0.00667916
cardiovascular tachycardic,NA,notes,4.77383539364126e-07,1.43608476521382e-05,-0.001029839
cardura,NA,notes,2.83784072924645e-06,4.59210769735514e-05,0.01093568
care,NA,notes,0.001388901,0.002561998,-0.00074063
care consult,NA,notes,1.50586309998762e-06,3.7435706235403e-05,-0.009723967
care counselingdiscussion,NA,notes,8.96622540077548e-07,1.66356925766205e-05,-0.009457313
care discussion,NA,notes,2.51779133794335e-06,5.57266004049327e-05,-0.003718234
care for,NA,notes,4.27419343527714e-05,0.000291714,0.003254419
care goal,NA,notes,3.31357105970236e-06,0.000101604,0.002319471
care planning,NA,notes,3.86539921062307e-06,5.1295605266432e-05,0.012862233
careadvanced,NA,notes,1.12098776020006e-07,2.39744592362369e-06,-0.001543318
caregiver,NA,notes,6.72530987544963e-05,0.000463405,0.006538897
caregiver strength,NA,notes,4.71271774127173e-07,1.04044589519947e-05,0.003889208
cath amc,NA,notes,2.4281617421826e-06,3.48057137282771e-05,-0.005875156
catheter,NA,notes,0.000190524,0.000862044,0.006237872
catheter insertion,NA,notes,2.59605391382751e-06,3.59564330328416e-05,-0.001878942
catheter placement,NA,notes,9.19295177530211e-06,0.000119972,-0.005892555
cauda,NA,notes,6.39440803209049e-06,0.000161824,0.012793669
cbt,NA,notes,1.10397261413265e-06,3.07200037566999e-05,0.010961606
ccsb or,NA,notes,9.83240126080456e-07,1.91750169253877e-05,-0.00191642
cea five,NA,notes,1.90331173079746e-06,3.22684017310631e-05,0.001346194
cea one,NA,notes,6.73155941178285e-06,0.000114822,0.010128412
cea onehundred,NA,notes,1.54325168918875e-06,3.44239527514855e-05,-0.006620952
cea two,NA,notes,5.43859115900496e-06,7.52119172965973e-05,0.005361546
cefazolin kefzol,NA,notes,1.97238251053954e-06,3.21133204870745e-05,-0.004567402
celiac block,NA,notes,6.75011087471375e-07,6.25813498226922e-05,0.002087347
celiac plexus,NA,notes,9.7803435996936e-07,3.38508691461935e-05,-0.008519088
cell ca,NA,notes,5.78571968581833e-06,8.96177324063432e-05,0.003231223
cell lung,NA,notes,5.00901913331262e-05,0.000333716,-0.007804897
cell neuroendocrine,NA,notes,2.66006201382523e-06,6.42994374158799e-05,-0.013475096
cell ten,NA,notes,6.42216438757275e-07,2.38256900177505e-05,-0.001759867
cellcept,NA,notes,5.49629505245077e-06,0.000135249,-0.000378433
central,NA,notes,0.000115722,0.000613885,-0.00281347
ceop,NA,notes,1.6716724557473e-08,1.58304814412294e-06,0.004558698
cepacol one,NA,notes,5.57581910525389e-07,1.02746928596569e-05,0.013920439
cerebellar,NA,notes,8.22969412054462e-05,0.000828554,-0.008371975
cerebellum,NA,notes,2.34018314902974e-05,0.000331295,-0.012897007
cesarean section,NA,notes,1.02497551761488e-05,8.75217611718967e-05,0.012700083
cetaphil moisturizing,NA,notes,2.84232384840887e-07,1.09229703070734e-05,0.012090442
cetirizine,NA,notes,6.52920423676515e-06,6.5111824214544e-05,0.001335143
cgy,NA,notes,0.000105076,0.000649017,-0.004719672
chair,NA,notes,4.45140067076497e-05,0.000220053,-0.003707149
changed details,NA,notes,3.06610446612342e-06,2.05217150821532e-05,0.008775863
changednot,NA,notes,2.34536010862623e-06,4.66311800415455e-05,0.004163123
chaplain,NA,notes,7.54499279532801e-06,0.000137288,-0.010795046
check premed,NA,notes,7.74856071141162e-07,2.84307882197628e-05,-0.001625287
chelate mg,NA,notes,5.37929043622589e-07,1.24931124165068e-05,-0.000245446
chemo,NA,notes,0.00032147,0.001256066,-0.001427605
chemotherapeutic regimen,NA,notes,7.71218928616816e-07,2.33979484426408e-05,-0.00853974
chemotherapy,NA,notes,0.000793327,0.00177173,-0.020463742
